Code,Short,Name (Eng),Name (Chi),Principal Office,Place Incorporated,Principal Activities,Industry Classification,Currency,Issued Shares,Authorised Shares,Par Value,Board Lot,Listing Date,Remark
00678,GENTING HK,Genting Hong Kong Ltd.,雲頂香港有限公司,Suite 1501 Ocean Centre5 Canton RoadTsimshatsui KowloonHong Kong,Bermuda,"Business of cruise and cruise related operations and leisure, entertainment and hospitality activities.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Travel & Tourism (HSIC*)",HKD,"8,482,490,202","19,999,990,000",USD 0.1000,1000,30/11/2000,New
00679,ASIA TELE-NET,Asia Tele-Net And Technology Corporation Ltd.,亞洲聯網科技有限公司,11 Dai Hei StreetTai Po Industrial EstateTai Po New TerritoriesHong Kong,Bermuda,"Design, manufacturing and sale of custom-built electroplating equipment, sale of spare parts of electroplating machinery and provision of repairs and maintenance services.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"426,463,400","20,000,000,000",HKD 0.0100,10000,31/1/1991,New
00680,NAN HAI CORP,Nan Hai Corporation Ltd.,南海控股有限公司,"12/F, The OctagonNo 6 Sha Tsui RoadTsuen Wan, New TerritoriesHong Kong",Bermuda,"Property development, while culture and media services and corporate IT application services.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"68,645,535,794","500,000,000,000",HKD 0.0100,50000,13/2/1991,New
00681,CHI PEOPLE HOLD,Chinese People Holdings Co. Ltd.,中民控股有限公司,"Unit 1101, 11th FloorTung Ning Building2 Hillier StreetCentral, Hong Kong",Bermuda,"Sales and distribution of natural gas and liquefied petroleum gas (LPG) in China including the provision of piped gas, transportation, distribution and retail of LPG; production and sale of barreled drinking water and lottery agency.",Utilities - Utilities - Gas Distribution (HSIC*),HKD,"6,944,954,136","7,999,999,999",HKD 0.0700,2000,24/4/1997,New
00682,CHAODA MODERN,Chaoda Modern Agriculture (Holdings) Ltd.,超大現代農業(控股)有限公司,Room 2705 27th FloorChina Resources Building26 Harbour RoadWanchai Hong Kong,Cayman Islands,"Growing and sale of crops, breeding and sale of livestock.",Consumer Goods - Agricultural Products - Agricultural Products (HSIC*),HKD,"3,291,302,491","5,000,000,000",HKD 0.1000,2000,15/12/2000,New
00683,KERRY PPT,Kerry Properties Ltd.,嘉里建設有限公司,"25/F, Kerry Centre683 King's RoadQuarry BayHong Kong",Bermuda,"Property development, investment and management; hotel ownership and operations; integrated logistics and international freight forwarding.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"1,443,147,728","10,000,000,000",HKD 1.0000,500,5/8/1996,New
00684,ALLAN INT'L,Allan International Holdings Ltd.,亞倫國際集團有限公司,12/F Zung Fu Industrial Bldg1067 King's RoadQuarry BayHong Kong,Bermuda,Design and manufacturing of a wide range of household electrical appliances.,Consumer Goods - Household Goods & Electronics - Home Appliances (HSIC*),HKD,"335,432,520","600,000,000",HKD 0.1000,2000,10/11/1992,New
00685,MEDIA CHINESE,Media Chinese International Ltd.,世界華文媒體有限公司,"15th Floor, Block AMing Pao Industrial Centre18 Ka Yip Street, Chai WanHong Kong",Bermuda,"Publishing, printing and distribution of newspapers, magazines, digital contents and books primarily in Chinese language, and the provision of travel and travel related services.",Consumer Services - Media & Entertainment - Publishing (HSIC*),HKD,"1,687,236,241","2,500,000,000",HKD 0.1000,1000,22/3/1991,New
00686,UNITED PV,United Photovoltaics Group Ltd.,聯合光伏集團有限公司,"Unit 1012, 10/FWest Tower, Shun Tak Centre168-200 Connaught Road CentralHong Kong",Bermuda,"Development, investment, operation and management of solar power plants.",Industrials - Industrial Engineering - New Energy Materials (HSIC*),HKD,"4,839,310,325","20,000,000,000",HKD 0.1000,2000,13/4/2000,New
00687,TYSAN HOLDINGS,Tysan Holdings Ltd.,泰昇集團控股有限公司,"20th Floor, One Island SouthNo 2 Heung Yip RoadWong Chuk HangHong Kong",Bermuda,Foundation piling and site investigation; property development; property investment and management.,Properties & Construction - Construction - Heavy Construction & Engineering (HSIC*),HKD,"874,665,903","2,000,000,000",HKD 0.1000,2000,26/3/1991,New
00688,CHINA OVERSEAS,China Overseas Land & Investment Ltd.,中國海外發展有限公司,10/F Three Pacific Place1 Queen's Road EastHong Kong,Hong Kong,"Property development and investment, real estate management and treasury operations.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"9,860,581,381",N/A,N/A,2000,20/8/1992,New
00689,EPI (HOLDINGS),EPI (Holdings) Ltd.,長盈集團(控股)有限公司,"Room 1108-0911/F, Harbour Centre25 Harbour RoadWanchai, Hong Kong",Bermuda,Petroleum exploration and production.,Energy - Oil & Gas - Oil & Gas Producers (HSIC*),HKD,"4,367,121,822","100,000,000,000",HKD 0.0100,15000,15/4/1991,New
00690,UNI-BIO GROUP,Uni-Bio Science Group Ltd.,聯康生物科技集團有限公司,"Room 3006, 30/FThe Centrium60 Wyndham StreetCentral, Hong Kong",Cayman Islands,"Bioscience related business (with focus on the research, development and commercialisation of biopharmaceuticals through recombinant DNA and other technologies); the manufacture, sale and trading of pharmaceutical products.",Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"5,137,310,129","500,000,000,000",HKD 0.0100,20000,12/11/2001,New
00691,SHANSHUI CEMENT,China Shanshui Cement Group Ltd.,中國山水水泥集團有限公司,"Room 2609, 26/F,Tower 2, Lippo Centre89 Queensway, AdmiraltyHong Kong",Cayman Islands,"Manufacturing and sale of cement, clinker and concrete.",Properties & Construction - Construction - Construction Materials (HSIC*),HKD,"3,379,140,240","10,000,000,000",USD 0.0100,1000,4/7/2008,New
00692,CHINA HOUSEHOLD,China Household Holdings Ltd.,中國家居控股有限公司,"Suite no 1001B, 10/FTower 1, China Hong Kong City33 Canton Road, Tsim Sha TsuiKowloon, Hong Kong",Bermuda,"Trading of wooden products, provision of interior design services, sales of fabrics & garments,exploration,develop & mining in the PRC, securities investment, fashion business, money lending,provision of information & technologies services.",Consumer Goods - Household Goods & Electronics - Household Goods (HSIC*),HKD,"4,887,024,320","1,500,000,000,000",HKD 0.0010,5000,19/1/2000,New
00693,TAN CHONG INT'L,Tan Chong International Ltd.,陳唱國際有限公司,Unit 3001 30/FShui On Centre6-8 Harbour RoadWanchai Hong Kong,Bermuda,"Distribution of motor vehicles and property investment in Singapore & Hong Kong; industrial equipment distribution in Singapore and the manufacturing of cars, trucks and auto parts in the PRC",Consumer Goods - Automobiles - Automobiles (HSIC*),HKD,"2,013,309,000","3,000,000,000",HKD 0.5000,3000,7/7/1998,New
00694,BEIJING AIRPORT,Beijing Capital International Airport Co. Ltd. - H Shares,北京首都國際機場股份有限公司 - H股,Capital AirportBeijingPRC,PRC,Ownership and operation of the international airport in Beijing and the provision of related services.,Consumer Services - Transportation - Airlines (HSIC*),HKD,"1,879,364,000",N/A,RMB 1.0000,2000,1/2/2000,New
00695,DONGWU CEMENT,Dongwu Cement International Ltd.,東吳水泥國際有限公司,"Unit 8505B-06A, Level 85International Commerce Centre1 Austin Road WestKowloon, Hong Kong",Cayman Islands,Production and sales of cement and clinker.,Properties & Construction - Construction - Construction Materials (HSIC*),HKD,"552,000,000","10,000,000,000",HKD 0.0100,2000,13/6/2012,New
00696,TRAVELSKY TECH,TravelSky Technology Ltd. - H Shares,中國民航信息網絡股份有限公司 - H股,"7 Yu Min Da Street,Houshayu Town,Shunyi District,Beijing, PRC",PRC,"Provision of aviation information technology service, distribution of information technology service, as well as accounting, settlement and clearing services.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"932,562,000",N/A,RMB 1.0000,1000,7/2/2001,New
00697,SHOUGANG INT'L,Shougang Concord International Enterprises Co. Ltd.,首長國際企業有限公司,7/F Bank of East AsiaHarbour View Centre56 Gloucester RoadWanchai Hong Kong,Hong Kong,"Manufacture and sale of steel products; leasing of floating cranes; trading of steel products, iron ore, coal and coke; mining, processing and sale of iron ore; and management services business.",Materials - Diversified Metals & Minerals - Iron & Steel (HSIC*),HKD,"8,957,896,227",N/A,N/A,2000,30/4/1991,New
00698,TONGDA GROUP,Tongda Group Holdings Ltd.,通達集團控股有限公司,Room 1201-03 12/FShui On Centre6-8 Harbour RoadWanchai Hong Kong,Cayman Islands,Produces components for electrical appliance products; supply of metallic casings and other ironware parts for electrical and electronic appliances; supply of plastic set top box and the manufacture of sport products.,Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"5,735,650,000","20,000,000,000",HKD 0.0100,10000,22/12/2000,New
00699,CAR INC,CAR Inc.,神州租車有限公司,Level 54Hopewell Centre183 Queen's Road EastHong Kong,Cayman Islands,"Offering comprehensive car rental services including short-term rentals, long-term rentals, finance lease and sales of used rental vehicles in China.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Travel & Tourism (HSIC*)",HKD,"2,342,413,683","26,000,000,000",USD 0.00001,1000,19/9/2014,New
00700,TENCENT,Tencent Holdings Ltd.,騰訊控股有限公司,"29/F, Three Pacific PlaceNo 1 Queen's Road EastWanchaiHong Kong",Cayman Islands,"Provision of Internet and mobile value-added services, online advertising services and eCommerce transactions services to users in the PRC.",Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"9,466,315,928","50,000,000,000",HKD 0.00002,100,16/6/2004,New
00701,CNT GROUP,CNT Group Ltd.,北海集團有限公司,31/FCNT Tower338 Hennessy RoadWanchai Hong Kong,Bermuda,Manufacture and sale of paint products and related services; trading of iron and steel products and related investments; property investment.,Properties & Construction - Construction - Construction Materials (HSIC*),HKD,"1,903,685,690","2,880,000,000",HKD 0.1000,2000,21/5/1991,New
00702,SINO OIL & GAS,Sino Oil and Gas Holdings Ltd.,中國油氣控股有限公司,Suite 3707-3708West Tower Shun Tak Centre168-200 Connaught Road CentralHong Kong,Bermuda,"Exploration, development and production of coalbed methane, exploitation and sale of crude oil and natural gas, and raw coal washing and sale of raw and cleaned coal in China.",Energy - Oil & Gas - Oil & Gas Producers (HSIC*),HKD,"17,279,520,697","40,000,000,000",HKD 0.0100,5000,9/2/2000,New
00703,FUTURE BRIGHT,Future Bright Holdings Ltd.,佳景集團有限公司,Room 1409 West TowerShun Tak Centre200 Connaught Road CentralHong Kong,Bermuda,"Sales of food and catering, food souvenir and property investment.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Restaurants (HSIC*)",HKD,"694,302,422","1,000,000,000",HKD 0.1000,6000,15/8/2002,New
00704,HUSCOKE RES,Huscoke Resources Holdings Ltd.,和嘉資源控股有限公司,"Room 2003, Floor 20Tower One, Lippo Centre89 QueenswayAdmiralty, Hong Kong",Bermuda,Coke trading business; coal-related ancillary business; and coke production business.,Energy - Coal - Coal (HSIC*),HKD,"1,003,625,258","20,000,000,000",HKD 0.0100,10000,27/5/1991,New
00705,DINGHE MINING,Ding He Mining Holdings Ltd.,鼎和礦業控股有限公司,"Flat B, 21st FloorNeich Tower128 Glouster RoadWanchai, Hong Kong",Hong Kong,"Mining of dolomite and manufacture of magnesium ingots, exploration of iron ore, coal and manganese, extraction and bottling of mineral water.",Materials - Diversified Metals & Minerals - Other Metals & Minerals (HSIC*),HKD,"5,509,623,921",N/A,N/A,12000,22/12/2008,New
00706,BEAUTI C HOLD,Beautiful China Holdings Co. Ltd.,美麗中國控股有限公司,Room 2003-5 20/FGreat Eagle Centre23 Harbour RoadWanchai Hong Kong,Bermuda,Provision of ATMs services and Eco-environment Construction Services.,Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"5,251,084,922","12,000,000,000",HKD 0.1000,10000,22/7/1998,New
00707,CO-PROSPERITY,Co-Prosperity Holdings Ltd.,協盛協豐控股有限公司,"Room 2537-40, 25th FloorSun Hung Kai CentreWan ChaiHong Kong",Cayman Islands,"Processing, printing and sales of finished fabrics; and trading of fabrics and clothing.","Consumer Goods - Textiles, Clothing & Personal Care - Textiles & Fabrics (HSIC*)",HKD,"3,343,540,000","20,000,000,000",HKD 0.1000,2000,30/3/2006,New
00708,EVERG HEALTH,Evergrande Health Industry Group Ltd.,恒大健康產業集團有限公司,Suites 1501-1507One Pacific Place88 QueenswayHong Kong,Hong Kong,"Book and magazine publishing, digital business, copyright holding and licensing business in HK and providing plastic surgery, anti-aging and other health services to customers in the PRC.",Consumer Services - Media & Entertainment - Publishing (HSIC*),HKD,"8,640,000,000",N/A,N/A,5000,12/2/2008,New
00709,GIORDANO INT'L,Giordano International Ltd.,佐丹奴國際有限公司,5/F Tin On Industrial Building777-779 Cheung Sha Wan RoadKowloonHong Kong,Bermuda,"Retail and distribution of mens, womens and childrens basic and fashion apparel and accessories under the Giordano & Giordano Junior, Giordano Ladies and, BSX brands.","Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"1,570,394,518","2,000,000,000",HKD 0.0500,2000,19/6/1991,New
00710,VARITRONIX INTL,Varitronix International Ltd.,精電國際有限公司,"Units A-F35th Floor of Legend TowerNo 7 Shing Yip StreetKwun Tong, Kowloon, Hong Kong",Bermuda,"Design, manufacture and sale of liquid crystal displays and related products.",Information Technology - IT Hardware - Computers & Peripherals (HSIC*),HKD,"735,055,204","800,000,000",HKD 0.2500,1000,1/7/1991,New
00711,CHINA CITY CONS,China City Construction Group Holdings Ltd.,中國城建集團股份有限公司,"Room 803-804, 8/FBank of East AsiaHarbour View Centre56 Gloucester Rd, Wanchai, HK",Bermuda,"Civil engineering, electrical and mechanical engineering, foundation and building construction work, property development, property investment, professional services including provision of security and property management services.",Properties & Construction - Construction - Heavy Construction & Engineering (HSIC*),HKD,"1,486,616,976","2,500,000,000",HKD 0.1000,2000,12/2/1993,New
00712,COMTEC SOLAR,Comtec Solar Systems Group Ltd.,卡姆丹克太陽能系統集團有限公司,"Suite 2835/F Central Plaza18 Harbour RoadWanchai, Hong Kong",Cayman Islands,"Design, development, manufacture and marketing of solar wafers and ingots, with a focus on high quality monocrystalline solar wafers.",Industrials - Industrial Engineering - New Energy Materials (HSIC*),HKD,"1,391,861,750","7,600,000,000",HKD 0.0010,2000,30/10/2009,New
